what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1331297519326
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1331297519717
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1331297520029
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1331297526107
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1331297536982
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1331297578076
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1331297579701
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1331297579701
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1331297579779
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1331297586576
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1331297592076
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1331297592076
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1331297592436
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1331297609295
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1331297685748
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1331297690170
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1331297693311
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1331297693311
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1331297693389
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1331297700904
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1331297702982
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1331297705029
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1331297707232
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1331297709279
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1331297711607
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1331297713092
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1331297716904
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1331297719654
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1331297720826
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1331297721686
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1331297757826
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1331297759592
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1331297773217
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1331297778451
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1331297788576
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.DebugLast",1331297792357
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1331297792592
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1331297793904
activated,perspective,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.DebugPerspective",1331297793951
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1331297795717
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1331297796389
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1331297796748
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1331297797842
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1331297798342
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1331297798670
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1331297799014
